id,idade,genero,escolaridade,cor_pele,renda_familiar,renda_sabe,pessoas_casa,con_1,con_2,con_3,con_4,con_5,con_6,linguagem_programacao,horas_eletronicos_dia,conhecimento_info_total,scr_itens_casa,suporte_escolar_total,autocons,autogest_mot,cons_soc,tom_dec,mindset_sum,tpcr_total
385,"13,00",#NULL!,2,4,#NULL!,"0,00",2,"1,00","0,00","0,00","1,00","1,00","0,00","0,00","10,00","3,00","9,00","3,33","4,00","4,33","2,83","3,33","4,00","6,00"
403,"11,00",#NULL!,1,2,#NULL!,"0,00",1,"0,00","1,00","0,00","1,00","1,00","0,00","1,00","10,00","4,00","4,00",#NULL!,#NULL!,#NULL!,#NULL!,"3,00","4,75","11,00"
519,"11,00",#NULL!,1,4,#NULL!,"0,00",2,"0,00","0,00","0,00","0,00","1,00","0,00","0,00","10,00","1,00","5,00",#NULL!,"4,00","3,67","3,50","3,33","4,00","4,00"
23,"14,00",#NULL!,4,2,#NULL!,"0,00",3,"0,00","0,00","1,00","1,00","1,00","0,00","0,00","6,00","3,00","16,00",#NULL!,"3,75","3,67","3,33","4,00","5,00","16,00"
347,"11,00",#NULL!,1,2,#NULL!,"0,00",4,"1,00","0,00","0,00","1,00","1,00","0,00","0,00","1,00","3,00","17,00","3,33","4,75","4,33","4,33","3,67","5,00","7,00"
425,"13,00",#NULL!,2,2,#NULL!,"0,00",6,"0,00","1,00","0,00","1,00","1,00","0,00","1,00","10,00","4,00","13,00","3,67","3,50","4,00","3,83","3,67","5,50","6,00"
489,"11,00",#NULL!,1,2,#NULL!,"0,00",1,"1,00","0,00","1,00","1,00","1,00","0,00","1,00",#NULL!,"5,00","6,00","2,33",#NULL!,#NULL!,#NULL!,"1,67",#NULL!,"12,00"
1,"12,00",2,1,6,#NULL!,"0,00",1,"1,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","7,00","5,00",#NULL!,"4,50","4,33","3,00","3,00","6,25","9,00"
3,"14,00",2,4,5,#NULL!,"0,00",5,"1,00","1,00","1,00","1,00","1,00","0,00",#NULL!,#NULL!,#NULL!,"16,00","2,33","4,50","4,33","3,50","3,33","6,50","16,00"
9,"13,00",2,2,2,#NULL!,"0,00",4,"0,00","0,00","0,00","1,00","1,00","0,00","1,00",#NULL!,"3,00","11,00","3,33",#NULL!,"3,33",#NULL!,#NULL!,#NULL!,#NULL!
15,"12,00",2,1,2,#NULL!,"0,00",3,"1,00","0,00","1,00","1,00","1,00","1,00","0,00","5,00","5,00","19,00","5,00","4,25","5,00","4,00","4,33","5,50","10,00"
16,"11,00",2,1,2,#NULL!,"0,00",4,"0,00","0,00","0,00","1,00","0,00","0,00","0,00","12,00","1,00","20,00",#NULL!,"3,75","4,00","3,17","3,33","4,00",#NULL!
17,"14,00",2,4,2,#NULL!,"0,00",2,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","6,00","6,00","20,00",#NULL!,"4,75","4,33","4,50","4,67","5,75",#NULL!
19,"11,00",2,1,1,#NULL!,"0,00",3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,"0,00","1,00",#NULL!,"12,00","1,33",#NULL!,"3,33","4,33","3,33","6,00",#NULL!
27,"11,00",2,1,4,#NULL!,"0,00",4,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","2,00","2,00","9,00",#NULL!,"4,00","4,33","4,17","4,67","6,25",#NULL!
28,"11,00",2,1,6,#NULL!,"0,00",4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,"1,00",#NULL!,#NULL!,#NULL!,#NULL!,"4,00",#NULL!,"3,50","3,00","3,75","4,00"
54,"11,00",2,1,2,#NULL!,"0,00",4,"1,00","0,00","1,00","1,00","1,00","0,00","1,00","1,00","5,00","18,00",#NULL!,"4,50","4,00","3,83","4,00","4,00","13,00"
55,"12,00",2,1,4,#NULL!,"0,00",2,"0,00","0,00","0,00","0,00","0,00","1,00","0,00","4,00","1,00","11,00","3,33","4,00","4,00","4,00","3,33","6,00","6,00"
59,"12,00",2,2,2,#NULL!,"0,00",2,"0,00","0,00","0,00","1,00","1,00","0,00","1,00","7,00","3,00","16,00",#NULL!,"4,00","3,67","3,50","3,33","5,50",#NULL!
69,"12,00",2,2,4,#NULL!,"0,00",4,"1,00","1,00","0,00","1,00","1,00","0,00","1,00","4,00","5,00","11,00",#NULL!,#NULL!,"4,00",#NULL!,"3,67","6,00",#NULL!
70,"11,00",2,1,4,#NULL!,"0,00",4,"1,00","0,00","0,00","1,00","1,00","0,00","0,00","1,00","3,00","26,00",#NULL!,"2,50","4,33","4,00","3,67","4,00",#NULL!
73,"11,00",2,1,2,#NULL!,"0,00",1,"0,00","1,00","0,00","0,00","0,00","0,00","0,00","5,00","1,00","10,00","2,33",#NULL!,"4,00",#NULL!,"3,00","5,50",#NULL!
75,"11,00",2,1,2,#NULL!,"0,00",#NULL!,"0,00","0,00","1,00","1,00","1,00","1,00","0,00","5,00","4,00","13,00","3,67",#NULL!,"5,00",#NULL!,#NULL!,"7,00",#NULL!
83,"13,00",2,3,4,#NULL!,"0,00",2,"0,00","1,00","0,00","1,00","1,00","1,00","1,00","6,00","5,00","14,00","3,00","4,00","4,00","3,67","3,33","6,00",#NULL!
87,"13,00",2,3,5,#NULL!,"0,00",2,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","3,00","2,00","12,00","4,00","3,50","3,67","3,33","3,00","5,00",#NULL!
89,"13,00",2,3,2,#NULL!,"0,00",2,"0,00","0,00","1,00","1,00","1,00","0,00","0,00","12,00","3,00","16,00",#NULL!,"4,75","3,67","3,50","3,00","4,75","9,00"
94,"13,00",2,3,2,#NULL!,"0,00",3,"0,00","0,00","1,00","1,00","1,00","0,00","1,00",#NULL!,"4,00","10,00","4,67","4,50","3,33","3,67","3,33","7,00","17,00"
102,"13,00",2,2,4,#NULL!,"0,00",6,"1,00","1,00","1,00","1,00","0,00","1,00","1,00","3,00","6,00","13,00","3,33","4,00","4,33","3,83","4,00","5,25",#NULL!
103,"12,00",2,1,6,#NULL!,"0,00",2,"1,00","0,00","0,00","1,00","1,00","0,00","0,00","5,00","3,00","16,00",#NULL!,"3,75","5,00","4,00","4,00","5,50","4,00"
108,"14,00",2,3,4,#NULL!,"0,00",1,"1,00","0,00","0,00","0,00","1,00","0,00","1,00",#NULL!,"3,00",#NULL!,#NULL!,#NULL!,"4,67","3,83","3,00","6,50",#NULL!
114,"13,00",2,3,6,#NULL!,"0,00",2,"1,00","0,00","0,00","1,00","1,00","0,00","0,00","5,00","3,00","15,00","3,33","4,50","4,67","4,83","4,67","5,00",#NULL!
116,"12,00",2,2,2,#NULL!,"0,00",2,"0,00","1,00","0,00","1,00","1,00","0,00","1,00","5,00","4,00","11,00",#NULL!,"5,00","5,00",#NULL!,"5,00","6,25","7,00"
147,"12,00",2,2,2,#NULL!,"0,00",3,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","5,00","2,00","13,00",#NULL!,"3,50","3,67","3,50","2,33","5,75",#NULL!
157,"13,00",2,3,2,#NULL!,"0,00",3,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","8,00","2,00","15,00",#NULL!,"2,75",#NULL!,"3,33","2,67","2,25",#NULL!
158,"13,00",2,3,5,#NULL!,"0,00",4,"0,00","0,00","0,00","1,00","0,00","0,00","0,00","7,00","1,00","16,00","3,33",#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
162,"11,00",2,1,2,#NULL!,"0,00",3,"0,00","0,00","0,00","1,00","1,00","1,00","1,00","5,00","4,00","17,00",#NULL!,"4,75","4,67","3,83","4,33","5,75","12,00"
167,"13,00",2,3,2,#NULL!,"0,00",3,"1,00","1,00","1,00","1,00","1,00","1,00","1,00","6,00","7,00","17,00",#NULL!,"4,00","4,67","2,83","2,67","5,25","10,00"
168,"12,00",2,2,2,#NULL!,"0,00",3,"0,00","1,00","0,00","1,00","1,00","0,00","0,00","5,00","3,00","10,00","4,67","4,00","5,00","4,17",#NULL!,"7,00",#NULL!
171,"11,00",2,1,5,#NULL!,"0,00",4,"1,00","0,00","1,00","1,00","1,00","0,00","1,00","9,00","5,00","3,00","3,33","4,75","4,00","4,50","5,00","6,25","11,00"
172,"13,00",2,3,2,#NULL!,"0,00",4,"1,00","0,00","0,00","1,00","0,00","0,00","1,00","8,00","3,00","12,00","3,33","4,25","4,33","3,83","3,33","5,75",#NULL!
173,"13,00",2,3,4,#NULL!,"0,00",3,"1,00","0,00","1,00","1,00","1,00","0,00","0,00","7,00","4,00","18,00",#NULL!,"3,75","3,00",#NULL!,"3,33","5,00",#NULL!
175,"12,00",2,2,2,#NULL!,"0,00",2,"0,00","0,00","0,00","0,00","1,00","0,00","0,00",#NULL!,"1,00","6,00",#NULL!,"3,50","4,00",#NULL!,"4,00","5,75","5,00"
193,"11,00",2,1,5,#NULL!,"0,00",1,"0,00","0,00","0,00","1,00","0,00","0,00","1,00","11,00","2,00","7,00","3,67",#NULL!,"3,67","3,83","3,33","4,00","9,00"
194,"13,00",2,3,2,#NULL!,"0,00",2,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","7,00","6,00","18,00",#NULL!,"3,50","4,00","3,50","3,33","4,75","10,00"
196,"14,00",2,2,6,#NULL!,"0,00",7,"1,00","0,00","0,00","0,00","0,00","0,00","1,00",#NULL!,"2,00","11,00",#NULL!,"3,25","2,67",#NULL!,"2,67","4,25",#NULL!
199,"14,00",2,2,2,#NULL!,"0,00",5,"1,00","1,00","0,00","1,00","1,00","0,00","1,00","2,00","5,00","7,00","4,00",#NULL!,#NULL!,"4,50","4,33",#NULL!,"6,00"
201,"11,00",2,1,2,#NULL!,"0,00",2,"0,00","0,00","0,00","1,00","0,00","0,00","0,00","4,00","1,00","6,00","4,33","4,75","4,33",#NULL!,"3,67","6,50","12,00"
209,"12,00",2,1,2,#NULL!,"0,00",3,"1,00","0,00","0,00","0,00","0,00","0,00","0,00",#NULL!,"1,00","11,00",#NULL!,"4,25",#NULL!,#NULL!,"3,33","4,25","8,00"
211,"12,00",2,2,4,#NULL!,"0,00",4,"0,00","0,00","0,00","1,00","1,00","0,00","1,00","13,00","3,00","14,00",#NULL!,"3,75","3,00","3,33","3,00","6,00",#NULL!
215,"12,00",2,1,2,#NULL!,"0,00",2,"1,00","1,00","0,00","1,00","1,00","0,00","1,00","7,00","5,00","8,00",#NULL!,"4,50","4,67","4,00","3,33","5,75",#NULL!
222,"12,00",2,2,2,#NULL!,"0,00",3,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","8,00","2,00","8,00","4,00","4,00","5,00","4,33","3,67","6,00",#NULL!
230,"11,00",2,1,5,#NULL!,"0,00",5,"0,00","0,00","0,00","1,00","1,00","1,00","1,00","6,00","4,00","5,00","4,33","4,50","4,67","4,33","3,33","6,00",#NULL!
232,"14,00",2,3,2,#NULL!,"0,00",3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,"0,00",#NULL!,#NULL!,#NULL!,"3,33","4,00",#NULL!,#NULL!,"4,00","5,00","7,00"
234,"14,00",2,3,2,#NULL!,"0,00",1,"1,00","0,00","1,00","1,00","1,00","1,00","1,00","7,00","6,00","14,00","4,33","4,25","3,67","3,17","2,67","6,25","10,00"
235,"13,00",2,3,2,#NULL!,"0,00",2,"0,00","0,00","1,00","1,00","1,00","0,00","0,00","6,00","3,00","7,00",#NULL!,"4,00","3,67","3,67","4,00","5,00","18,00"
237,"12,00",2,2,4,#NULL!,"0,00",2,"0,00","1,00","0,00","1,00","1,00","0,00","1,00","3,00","4,00","11,00",#NULL!,"4,25","5,00","3,67","5,00","6,75","12,00"
238,"14,00",2,4,4,#NULL!,"0,00",3,"0,00","0,00","1,00","1,00","0,00","0,00","0,00","3,00","2,00","6,00",#NULL!,"4,25","4,33","4,00","3,67","6,00","7,00"
242,"11,00",2,1,2,#NULL!,"0,00",3,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","4,00","6,00","14,00","3,33",#NULL!,"5,00","3,50","3,33","7,00","7,00"
244,"13,00",2,1,2,#NULL!,"0,00",3,"0,00","0,00","0,00","1,00","0,00","0,00","1,00","2,00","2,00","9,00","4,33","4,25","5,00","4,33","4,00","7,00",#NULL!
250,"14,00",2,4,2,#NULL!,"0,00",2,"0,00","0,00","0,00","1,00","0,00","1,00","0,00","6,00","2,00","12,00",#NULL!,"3,25","4,00","3,33","4,00","6,00","10,00"
258,"11,00",2,1,5,#NULL!,"0,00",4,"1,00","1,00","0,00","0,00","1,00","0,00","1,00",#NULL!,"4,00","7,00",#NULL!,"3,00","4,00",#NULL!,#NULL!,"3,00","7,00"
262,"14,00",2,4,1,#NULL!,"0,00",1,"1,00","0,00","1,00","1,00","1,00","1,00","1,00","7,00","6,00","11,00",#NULL!,"3,00","3,67","3,67","3,33","6,00","15,00"
283,"12,00",2,1,2,#NULL!,"0,00",6,"1,00","1,00","0,00","0,00","0,00","0,00","1,00","9,00","3,00","10,00","3,33","4,00","3,67",#NULL!,#NULL!,"2,50","12,00"
285,"12,00",2,1,2,#NULL!,"0,00",3,"0,00","0,00","0,00","1,00","1,00","1,00","0,00","4,00","3,00","11,00","3,33","4,25","4,00","4,00","3,67","6,50","16,00"
288,"12,00",2,1,5,#NULL!,"0,00",3,"0,00","1,00","0,00","0,00","0,00","0,00","1,00",#NULL!,"2,00","15,00","3,00","4,25","5,00","5,00","5,00","6,75","9,00"
289,"15,00",2,4,4,#NULL!,"0,00",4,"1,00","1,00","0,00","1,00","1,00","0,00","1,00","3,00","5,00","9,00","4,33","4,75","4,33","4,83","4,33","6,50","14,00"
295,"13,00",2,3,2,#NULL!,"0,00",1,"1,00","0,00","1,00","1,00","1,00","0,00","0,00","3,00","4,00","19,00","5,00","3,75","4,33","3,83","3,67","5,75",#NULL!
298,"13,00",2,3,5,#NULL!,"0,00",2,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","5,00","2,00","12,00","3,33","5,00","4,33","4,67","3,33","3,25",#NULL!
299,"15,00",2,3,2,#NULL!,"0,00",1,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","19,00","2,00","15,00",#NULL!,"5,00","4,67","4,33","4,00","5,50",#NULL!
301,"11,00",2,1,2,#NULL!,"0,00",4,"1,00","0,00","0,00","1,00","1,00","0,00","1,00","5,00","4,00","12,00","4,00","5,00","4,33","5,00","4,00","7,00","14,00"
303,"12,00",2,2,4,#NULL!,"0,00",2,"1,00","1,00","0,00","1,00","1,00","0,00","0,00","7,00","4,00","12,00",#NULL!,"4,25","4,00","4,33","3,33","6,00","12,00"
305,"13,00",2,3,4,#NULL!,"0,00",4,"0,00","0,00","0,00","1,00","0,00","0,00","0,00",#NULL!,"1,00","15,00",#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
307,"14,00",2,3,4,#NULL!,"0,00",4,"0,00","1,00","0,00","1,00","1,00","0,00","1,00","4,00","4,00","12,00",#NULL!,"3,00","3,00","3,00","3,00","4,00","10,00"
308,"14,00",2,4,4,#NULL!,"0,00",3,"1,00","1,00","0,00","1,00","1,00","0,00","1,00","6,00","5,00","6,00",#NULL!,"3,25","5,00","3,67","3,33","5,50",#NULL!
309,"11,00",2,1,2,#NULL!,"0,00",3,"0,00","0,00","0,00","1,00","0,00","0,00","0,00","2,00","1,00","4,00","3,33",#NULL!,"5,00",#NULL!,"4,67","5,75",#NULL!
322,"12,00",2,1,4,#NULL!,"0,00",3,"1,00","1,00","1,00","1,00","1,00","0,00","1,00",#NULL!,"6,00","9,00",#NULL!,"3,75","4,00","2,83","3,67","4,00","4,00"
323,"15,00",2,4,4,#NULL!,"0,00",4,"0,00","1,00","1,00","0,00","1,00","0,00","1,00","19,00","4,00","7,00","3,67","4,00","2,67","4,00","3,67","5,25","11,00"
329,"13,00",2,3,2,#NULL!,"0,00",3,"0,00","0,00","1,00","1,00","1,00","0,00","1,00","1,00","4,00","11,00","4,67","5,00","5,00","4,00","4,67","7,00","18,00"
333,"14,00",2,4,2,#NULL!,"0,00",3,"1,00","1,00","1,00","1,00","1,00","1,00","0,00","3,00","6,00","17,00","3,33","4,25","3,33",#NULL!,"3,33","5,50","8,00"
338,"14,00",2,3,4,#NULL!,"0,00",6,"0,00","0,00","1,00","1,00","1,00","0,00","0,00","8,00","3,00","8,00","3,00","3,50","4,33","3,67","4,00","6,00","11,00"
351,"12,00",2,2,4,#NULL!,"0,00",4,"1,00","1,00","1,00","1,00","1,00","0,00","1,00",#NULL!,"6,00","5,00",#NULL!,"2,75","4,00",#NULL!,"3,67",#NULL!,#NULL!
352,"12,00",2,1,5,#NULL!,"0,00",2,"1,00","1,00","1,00","1,00","1,00","0,00","0,00","9,00","5,00","8,00",#NULL!,"3,00","3,00","3,00","3,00","4,00","11,00"
354,"14,00",2,2,2,#NULL!,"0,00",1,"1,00","0,00","0,00","1,00","1,00","0,00","1,00","5,00","4,00","4,00",#NULL!,"3,75","4,33","3,83","3,00","6,00","7,00"
363,"15,00",2,4,2,#NULL!,"0,00",2,"1,00","0,00","1,00","1,00","1,00","1,00","1,00","4,00","6,00","5,00",#NULL!,#NULL!,"2,33","4,33","2,67","6,00","11,00"
365,"13,00",2,3,2,#NULL!,"0,00",6,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","3,00","6,00","12,00","4,33","5,00","4,00","4,17","4,33","7,00","13,00"
367,"11,00",2,1,2,#NULL!,"0,00",4,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","7,00","6,00","11,00",#NULL!,"4,00","4,67","2,83","4,00","4,00","12,00"
374,"15,00",2,4,2,#NULL!,"0,00",5,"1,00","1,00","1,00","1,00","1,00","1,00","1,00","5,00","7,00","9,00",#NULL!,"3,75","4,67","3,67","3,00","6,00","18,00"
382,"11,00",2,1,2,#NULL!,"0,00",2,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","10,00","6,00","10,00","3,67","4,50",#NULL!,"4,00","4,33","5,75","11,00"
387,"14,00",2,4,4,#NULL!,"0,00",3,"0,00","0,00","1,00","1,00","1,00","0,00","1,00","4,00","4,00","19,00","4,00","4,00","4,00","3,83","3,33","6,25",#NULL!
390,"12,00",2,2,5,#NULL!,"0,00",3,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","5,00","2,00","10,00",#NULL!,"5,00","5,00","4,50",#NULL!,"6,00","8,00"
397,"13,00",2,3,6,#NULL!,"0,00",2,"1,00","1,00","0,00","0,00","0,00","0,00","1,00","11,00","3,00","10,00","3,33","4,25","4,00","4,00","4,00","5,50","13,00"
400,"11,00",2,1,6,#NULL!,"0,00",2,"1,00","0,00","0,00","1,00","0,00","0,00","1,00","3,00","3,00","10,00",#NULL!,"3,75","3,33","3,33",#NULL!,"4,25","9,00"
433,"15,00",2,4,2,#NULL!,"0,00",3,"0,00","0,00","1,00","1,00","1,00","1,00","0,00","5,00","4,00","14,00","3,67","4,75","3,33","3,67","4,00","6,50","16,00"
435,"11,00",2,1,2,#NULL!,"0,00",3,"1,00","0,00","0,00","0,00","0,00","0,00","1,00","3,00","2,00","13,00","3,67",#NULL!,"4,33","3,00","2,67","4,75","12,00"
436,"14,00",2,4,2,#NULL!,"0,00",6,"0,00","1,00","0,00","1,00","1,00","0,00","0,00","8,00","3,00","13,00",#NULL!,"3,75",#NULL!,"3,50","3,00","5,00",#NULL!
437,"13,00",2,3,4,#NULL!,"0,00",4,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","13,00","6,00","16,00",#NULL!,"3,00","3,00","3,00","3,00","4,25","15,00"
438,"12,00",2,2,4,#NULL!,"0,00",4,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","3,00","6,00","16,00","5,00","4,00","4,67","4,17","4,67","6,00","10,00"
467,"11,00",2,1,2,#NULL!,"0,00",2,"1,00","0,00","0,00","1,00","1,00","0,00","1,00","4,00","4,00","11,00","4,00","4,25","4,67","4,17","3,67","5,00","17,00"
475,"11,00",2,1,2,#NULL!,"0,00",1,"1,00","0,00","1,00","0,00","0,00","0,00","1,00","2,00","3,00","8,00","5,00","4,25","5,00",#NULL!,#NULL!,"5,50","5,00"
481,"11,00",2,1,2,#NULL!,"0,00",4,"0,00","1,00","1,00","1,00","1,00","0,00","0,00",#NULL!,"4,00","7,00","5,00","5,00","5,00","4,17","4,00","7,00","10,00"
490,"11,00",2,1,2,#NULL!,"0,00",5,"1,00","1,00","0,00","1,00","1,00","0,00","0,00","20,00","4,00","19,00",#NULL!,"3,75","4,00","3,50","3,67","6,00",#NULL!
503,"13,00",2,3,2,#NULL!,"0,00",3,"0,00","1,00","1,00","1,00","1,00","0,00","1,00","7,00","5,00","11,00","3,33","4,00","4,00","4,17","4,67","6,00",#NULL!
508,"15,00",2,4,2,#NULL!,"0,00",#NULL!,"1,00","0,00","1,00","1,00","1,00","0,00","0,00","3,00","4,00","15,00",#NULL!,"5,00","5,00",#NULL!,"5,00","6,00",#NULL!
522,"13,00",2,3,2,#NULL!,"0,00",1,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","3,00","2,00","13,00",#NULL!,"4,00","4,00","3,33","3,33","4,25",#NULL!
540,"11,00",2,1,6,#NULL!,"0,00",2,"0,00","1,00","1,00","0,00","0,00","0,00","1,00","3,00","3,00","12,00","5,00","4,00","5,00","4,67","3,67","6,00","3,00"
541,"12,00",2,1,2,#NULL!,"0,00",3,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","4,00","2,00","8,00",#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
549,"15,00",2,4,2,#NULL!,"0,00",4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,"0,00","2,00",#NULL!,"8,00",#NULL!,"3,00","3,00","3,17","3,00","4,50","11,00"
550,"14,00",2,3,2,#NULL!,"0,00",4,"1,00","0,00","1,00","1,00","1,00","0,00","0,00","6,00","4,00","12,00",#NULL!,"3,00","4,00","3,67","3,00","5,75",#NULL!
551,"14,00",2,3,2,#NULL!,"0,00",3,"1,00","0,00","0,00","1,00","1,00","0,00","1,00","12,00","4,00","14,00",#NULL!,#NULL!,"3,00","3,17","3,00","4,00","5,00"
556,"12,00",2,2,4,#NULL!,"0,00",1,"1,00","1,00","1,00","1,00","1,00","0,00","1,00",#NULL!,"6,00","4,00","3,67","4,50","3,00","4,67","4,67","6,75",#NULL!
559,"12,00",2,1,2,#NULL!,"0,00",2,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","3,00","2,00","13,00",#NULL!,#NULL!,"3,33",#NULL!,"3,33","4,50",#NULL!
561,"13,00",2,3,5,#NULL!,"0,00",4,"0,00","0,00","0,00","1,00","0,00","0,00","0,00",#NULL!,"1,00","8,00","2,33","3,75","4,33","3,67","4,00","5,50","9,00"
574,"13,00",2,3,5,#NULL!,"0,00",4,"1,00","0,00","0,00","1,00","1,00","0,00","1,00",#NULL!,"4,00","6,00",#NULL!,#NULL!,#NULL!,#NULL!,"3,33",#NULL!,#NULL!
578,"11,00",2,1,2,#NULL!,"0,00",3,"0,00","0,00","1,00","1,00","1,00","0,00","1,00","1,00","4,00","10,00","3,67","5,00","4,00","3,83","4,67","6,75","19,00"
579,"15,00",2,4,2,#NULL!,"0,00",2,"1,00","0,00","0,00","1,00","1,00","0,00","0,00","8,00","3,00","16,00","4,67","4,75","3,33","3,50","3,67","5,50",#NULL!
586,"13,00",2,2,2,#NULL!,"0,00",3,"0,00","0,00","0,00","1,00","0,00","0,00","0,00","5,00","1,00","10,00",#NULL!,#NULL!,"3,67","4,00",#NULL!,"6,00",#NULL!
588,"12,00",2,2,4,#NULL!,"0,00",6,"0,00","1,00","0,00","0,00","0,00","1,00","1,00",#NULL!,"3,00","6,00",#NULL!,"3,75","4,33","4,33","4,00","5,00","11,00"
589,"12,00",2,2,2,#NULL!,"0,00",3,"0,00","0,00","0,00","0,00","1,00","0,00","0,00","8,00","1,00","10,00","4,00","3,75","4,67","3,67","4,00","4,75","7,00"
590,"12,00",2,1,3,#NULL!,"0,00",1,"0,00","0,00","0,00","1,00","1,00","0,00","0,00",#NULL!,"2,00","6,00","3,33","3,50","3,00",#NULL!,"4,67","5,75","5,00"
607,"12,00",2,1,4,#NULL!,"0,00",1,"0,00","0,00","0,00","1,00","1,00","0,00","1,00","3,00","3,00","3,00",#NULL!,"4,25","5,00","4,17","4,00","3,75",#NULL!
