id,idade,genero,escolaridade,cor_pele,renda_familiar,renda_sabe,pessoas_casa,con_1,con_2,con_3,con_4,con_5,con_6,linguagem_programacao,horas_eletronicos_dia,conhecimento_info_total,scr_itens_casa,suporte_escolar_total,autocons,autogest_mot,cons_soc,tom_dec,mindset_sum,tpcr_total
430,"13,00",1,2,2,#NULL!,"0,00",2,"1,00","0,00","0,00","1,00","1,00","0,00","1,00","3,00","4,00","13,00","3,67","5,00","5,00","3,67","3,33","6,75","11,00"
446,"13,00",1,3,2,#NULL!,"0,00",2,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","3,00","2,00","15,00",#NULL!,"4,75","4,67","4,00",#NULL!,"6,25",#NULL!
447,"14,00",1,3,#NULL!,#NULL!,"0,00",2,"1,00","0,00","0,00","1,00","1,00","0,00",#NULL!,#NULL!,#NULL!,"9,00",#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
450,"12,00",1,1,2,#NULL!,"0,00",2,"1,00","0,00","0,00","1,00","1,00","0,00","1,00","3,00","4,00","9,00",#NULL!,"3,50","3,67",#NULL!,"3,00","4,00","4,00"
453,"13,00",1,2,2,#NULL!,"0,00",4,"0,00","1,00","0,00","1,00","0,00","0,00","1,00","3,00","3,00","7,00","3,67","4,00","3,00","3,33","2,67","4,00","5,00"
454,"12,00",1,2,2,#NULL!,"0,00",3,"0,00","0,00","0,00","1,00","1,00","0,00","1,00","9,00","3,00","14,00","3,33","3,50","3,67","4,33","4,00","6,50","10,00"
455,"11,00",1,1,5,#NULL!,"0,00",3,"1,00","1,00","1,00","1,00","1,00","0,00","0,00",#NULL!,"5,00","4,00","4,67","4,50","4,33","4,50","4,00","6,50",#NULL!
456,"12,00",1,2,2,#NULL!,"0,00",3,"0,00","1,00","0,00","1,00","1,00","0,00","1,00","7,00","4,00","18,00",#NULL!,"3,75","2,67","3,17","4,00","2,50",#NULL!
460,"14,00",1,4,2,#NULL!,"0,00",#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
462,"13,00",1,3,4,#NULL!,"0,00",3,"0,00","1,00","1,00","1,00","1,00","0,00","1,00","5,00","5,00","8,00","4,00","3,75","5,00","3,50","4,33","5,50","14,00"
463,"12,00",1,2,6,#NULL!,"0,00",4,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","1,00","11,00",#NULL!,"3,25","3,67","3,67","4,00",#NULL!,#NULL!
464,"14,00",1,4,2,#NULL!,"0,00",2,"1,00","0,00","1,00","1,00","1,00","0,00","0,00","4,00","4,00","13,00","4,67","4,00","4,00","3,83","4,33","6,50",#NULL!
466,"13,00",1,2,2,#NULL!,"0,00",4,"0,00","0,00","0,00","0,00","1,00","0,00","1,00",#NULL!,"2,00","5,00",#NULL!,"3,00","3,00","3,00","3,00",#NULL!,"6,00"
472,"13,00",1,3,2,#NULL!,"0,00",1,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","6,00","2,00","11,00",#NULL!,"3,00","3,00",#NULL!,"3,00","4,50",#NULL!
473,"12,00",1,2,5,#NULL!,"0,00",4,"1,00","1,00","1,00","0,00","0,00","0,00","1,00",#NULL!,"4,00","12,00","3,67","4,00","4,33",#NULL!,"5,00","3,00",#NULL!
485,"14,00",1,4,2,#NULL!,"0,00",3,"0,00","0,00","1,00","1,00","0,00","1,00","0,00","5,00","3,00","20,00",#NULL!,"5,00","3,33","4,17","3,33","5,25",#NULL!
487,"12,00",1,2,6,#NULL!,"0,00",6,"0,00","1,00","0,00","0,00","0,00","0,00","1,00","1,00","2,00","13,00","4,00","4,00","5,00","3,83","3,00","5,00","5,00"
488,"13,00",1,3,2,#NULL!,"0,00",3,"1,00","1,00","0,00","1,00","1,00","0,00","1,00","8,00","5,00","5,00","3,33","4,50","4,67","4,67",#NULL!,"6,25","2,00"
494,"11,00",1,1,2,#NULL!,"0,00",2,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","10,00","2,00","13,00","4,00","3,75","3,67","3,67","3,00","5,25",#NULL!
495,"11,00",1,1,2,#NULL!,"0,00",2,"0,00","0,00","0,00","1,00","0,00","0,00","1,00","2,00","2,00","9,00","4,33","4,50","5,00","4,67",#NULL!,"6,00","17,00"
504,"11,00",1,1,2,#NULL!,"0,00",2,"0,00","0,00","0,00","1,00","0,00","0,00","1,00","2,00","2,00","2,00","2,33",#NULL!,#NULL!,"4,33",#NULL!,"2,75","4,00"
507,"14,00",1,4,4,#NULL!,"0,00",3,"1,00","0,00","0,00","1,00","1,00","0,00","0,00","8,00","3,00","12,00",#NULL!,"4,25","4,33","3,83","3,67","5,50",#NULL!
516,"11,00",1,1,2,#NULL!,"0,00",3,"0,00","0,00","1,00","1,00","1,00","1,00","0,00","10,00","4,00","16,00","4,00","4,25","4,33","3,50","4,67","5,50",#NULL!
521,"13,00",1,2,3,#NULL!,"0,00",6,"1,00","0,00","1,00","0,00","1,00","0,00","1,00","9,00","4,00","8,00",#NULL!,"4,00","4,00",#NULL!,"3,67","3,50","9,00"
531,"11,00",1,1,2,#NULL!,"0,00",2,"0,00","0,00","0,00","1,00","1,00","0,00","1,00",#NULL!,"3,00","8,00","3,00","5,00","5,00","5,00",#NULL!,"6,75","8,00"
532,"11,00",1,1,2,#NULL!,"0,00",4,"0,00","1,00","0,00","1,00","0,00","0,00","1,00","4,00","3,00","12,00",#NULL!,"4,00","4,33","3,83","4,00","6,25",#NULL!
533,"12,00",1,2,2,#NULL!,"0,00",2,"0,00","0,00","1,00","1,00","1,00","0,00","1,00","4,00","4,00","15,00","3,33","4,75","3,67","4,67","4,33","2,75","10,00"
542,"14,00",1,4,2,#NULL!,"0,00",3,"0,00","0,00","0,00","0,00","1,00","0,00","0,00","14,00","1,00","12,00","2,33","3,75",#NULL!,#NULL!,"3,33",#NULL!,#NULL!
544,"11,00",1,1,2,#NULL!,"0,00",4,"1,00","0,00","0,00","1,00","1,00","0,00","1,00","4,00","4,00","7,00",#NULL!,"4,00","5,00","4,17","3,67","4,75","7,00"
557,"12,00",1,2,2,#NULL!,"0,00",1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,"1,00","5,00",#NULL!,#NULL!,"3,33","2,25","4,00","4,67",#NULL!,"6,00","7,00"
558,"12,00",1,1,2,#NULL!,"0,00",5,"1,00","1,00","0,00","0,00","0,00","0,00","1,00","3,00","3,00","7,00",#NULL!,#NULL!,"4,67",#NULL!,"4,67","4,75","9,00"
562,"13,00",1,3,2,#NULL!,"0,00",3,"1,00","0,00","1,00","1,00","1,00","1,00","0,00","5,00","5,00","25,00","4,00","3,75","4,33","4,00","3,67","5,00","3,00"
563,"13,00",1,3,6,#NULL!,"0,00",4,"1,00","0,00","1,00","1,00","1,00","0,00","1,00",#NULL!,"5,00","21,00","4,67","4,50","4,33","4,17",#NULL!,"4,00",#NULL!
567,"13,00",1,3,2,#NULL!,"0,00",5,"0,00","0,00","0,00","1,00","1,00","0,00","0,00",#NULL!,"2,00","8,00",#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
568,"11,00",1,1,2,#NULL!,"0,00",5,"0,00","0,00","1,00","1,00","1,00","0,00","1,00","2,00","4,00","4,00","3,33",#NULL!,"4,33","5,00","4,00","5,50","6,00"
575,"13,00",1,3,2,#NULL!,"0,00",2,"0,00","0,00","1,00","1,00","1,00","0,00","1,00","5,00","4,00","15,00","3,33","4,75","5,00","4,00","3,67","4,00",#NULL!
581,"12,00",1,2,4,#NULL!,"0,00",2,"0,00","0,00","0,00","1,00","1,00","0,00","1,00","4,00","3,00","8,00","4,67",#NULL!,"4,33","3,67","4,00","6,50","11,00"
593,"11,00",1,1,2,#NULL!,"0,00",2,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","6,00","6,00","12,00","3,33","4,50","5,00","4,67","4,67","7,00","8,00"
594,"11,00",1,1,2,#NULL!,"0,00",1,"0,00","1,00","0,00","1,00","1,00","0,00","1,00","1,00","4,00","9,00",#NULL!,"5,00","4,00","4,67","3,67","4,00","10,00"
599,"12,00",1,2,2,#NULL!,"0,00",3,"0,00","0,00","0,00","1,00","1,00","0,00","1,00","7,00","3,00","9,00","3,33","3,50","5,00","4,33","4,00","5,25","9,00"
600,"12,00",1,1,2,#NULL!,"0,00",1,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","15,00","2,00","5,00",#NULL!,"3,50","4,67","4,50","4,00","4,00",#NULL!
601,"12,00",1,1,6,#NULL!,"0,00",6,"0,00","0,00","0,00","1,00","1,00","0,00","1,00","4,00","3,00","8,00",#NULL!,"2,50","3,67",#NULL!,"3,00","6,25","15,00"
603,"12,00",1,1,2,#NULL!,"0,00",3,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","8,00","1,00","11,00","2,33",#NULL!,#NULL!,"3,17","2,67","5,00",#NULL!
604,"14,00",1,4,2,#NULL!,"0,00",3,"0,00","1,00","1,00","1,00","1,00","0,00","0,00","3,00","4,00","12,00","3,33","3,75","3,33","3,67","4,00","5,25","9,00"
606,"12,00",1,2,4,#NULL!,"0,00",3,"0,00","0,00","0,00","0,00","1,00","0,00","1,00","2,00","2,00","9,00",#NULL!,"4,50","3,67","3,33","3,67","5,00","12,00"
619,"12,00",1,2,2,#NULL!,"0,00",2,"0,00","0,00","0,00","1,00","0,00","0,00",#NULL!,#NULL!,#NULL!,"2,00",#NULL!,"5,00","4,33","3,67","4,00","6,00",#NULL!
620,"13,00",1,2,2,#NULL!,"0,00",5,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","2,00","2,00",#NULL!,#NULL!,"5,00","5,00","4,50","5,00","6,25",#NULL!
631,"12,00",1,2,2,#NULL!,"0,00",2,"0,00","1,00","0,00","1,00","1,00","1,00","1,00","4,00","5,00","14,00",#NULL!,"3,75","3,67","4,17","2,67","6,50","8,00"
633,"15,00",1,4,2,#NULL!,"0,00",2,"0,00","1,00","0,00","0,00","0,00","0,00","0,00","13,00","1,00","16,00",#NULL!,"3,75","4,00","4,17","3,67",#NULL!,"6,00"
634,"12,00",1,2,2,#NULL!,"0,00",2,"0,00","0,00","1,00","0,00","1,00","0,00","1,00","4,00","3,00","20,00",#NULL!,"4,25","4,33","4,00","4,00","6,00",#NULL!
656,"14,00",1,3,4,#NULL!,"0,00",4,"0,00","0,00","0,00","0,00","0,00","1,00","1,00","1,00","2,00","12,00","3,33","3,75","4,33","3,83","3,33","5,25","8,00"
658,"15,00",1,4,2,#NULL!,"0,00",2,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","6,00","6,00","10,00",#NULL!,"3,75","4,00","4,00","3,33","5,00",#NULL!
659,"13,00",1,3,2,#NULL!,"0,00",4,"0,00","0,00","0,00","1,00","1,00","1,00","0,00","3,00","3,00","13,00",#NULL!,"4,75","4,33","4,50","2,67","5,00",#NULL!
661,"11,00",1,1,2,#NULL!,"0,00",4,"0,00","1,00","0,00","1,00","1,00","0,00","0,00","3,00","3,00","7,00",#NULL!,"4,25","4,33","4,17","3,67","6,25","6,00"
669,"14,00",1,3,2,#NULL!,"0,00",3,"0,00","1,00","0,00","0,00","1,00","0,00","0,00","1,00","2,00","8,00",#NULL!,"3,25","4,33","4,33","3,00","6,00","9,00"
670,"13,00",1,3,2,#NULL!,"0,00",2,"0,00","0,00","0,00","1,00","0,00","0,00","1,00",#NULL!,"2,00","7,00","2,00","3,25","4,00","3,50","3,33","6,25","6,00"
673,"12,00",1,2,2,#NULL!,"0,00",1,"0,00","1,00","0,00","0,00","0,00","0,00","1,00","15,00","2,00","6,00",#NULL!,"3,50","4,00","4,17",#NULL!,"5,00",#NULL!
675,"12,00",1,2,4,#NULL!,"0,00",4,"0,00","0,00","0,00","1,00","0,00","0,00","1,00",#NULL!,"2,00","6,00","3,67","2,50","4,33","4,00",#NULL!,"4,00","3,00"
690,"14,00",1,4,2,#NULL!,"0,00",2,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","3,00","6,00","14,00","3,33","3,75","3,33","3,67","2,67","4,75",#NULL!
694,"13,00",1,3,2,#NULL!,"0,00",2,"0,00","1,00","0,00","1,00","0,00","0,00","1,00","4,00","3,00","11,00","3,33","3,75","3,67","4,17","3,67","4,00",#NULL!
695,"12,00",1,2,2,#NULL!,"0,00",3,"1,00","0,00","0,00","1,00","1,00","0,00","0,00","2,00","3,00","12,00",#NULL!,"5,00","5,00","4,67","5,00","6,50",#NULL!
720,"14,00",1,4,2,#NULL!,"0,00",2,"0,00","0,00","1,00","1,00","1,00","0,00","0,00","3,00","3,00","5,00","3,33","4,25","3,67","2,50","2,00","6,00","6,00"
724,"11,00",1,1,4,#NULL!,"0,00",3,"0,00","1,00","1,00","1,00","1,00","0,00","1,00","3,00","5,00","9,00",#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,"3,25",#NULL!
730,"11,00",1,1,4,#NULL!,"0,00",3,"0,00","1,00","1,00","1,00","1,00","0,00","1,00","5,00","5,00","18,00","4,00","4,25","4,33","4,17","4,00","6,00",#NULL!
751,"14,00",1,3,2,#NULL!,"0,00",2,"0,00","0,00","1,00","1,00","1,00","0,00","0,00","1,00","3,00","9,00","4,00","4,25","4,67","4,67","4,67","6,50","10,00"
754,"11,00",1,1,6,#NULL!,"0,00",4,"0,00","0,00","0,00","1,00","1,00","0,00","0,00",#NULL!,"2,00","5,00","3,33","4,00","4,00","3,83","4,00",#NULL!,#NULL!
760,"11,00",1,1,2,#NULL!,"0,00",2,"1,00","0,00","0,00","0,00","0,00","0,00","1,00","2,00","2,00","12,00","2,33","2,75",#NULL!,#NULL!,"3,67","2,00",#NULL!
764,"11,00",1,1,4,#NULL!,"0,00",1,"0,00","0,00","0,00","1,00","1,00","0,00","1,00","1,00","3,00","8,00",#NULL!,"4,00","3,67","3,83",#NULL!,"6,00",#NULL!
773,"11,00",1,1,4,#NULL!,"0,00",5,"1,00","0,00","0,00","1,00","1,00","0,00","0,00","4,00","3,00","14,00",#NULL!,"4,00","5,00","4,33","4,00","6,00",#NULL!
782,"13,00",1,3,2,#NULL!,"0,00",4,"0,00","0,00","0,00","1,00","1,00","0,00","1,00","3,00","3,00","11,00",#NULL!,"4,50","3,67","3,17",#NULL!,"5,50","11,00"
788,"12,00",1,2,2,#NULL!,"0,00",3,"0,00","0,00","0,00","1,00","0,00","0,00","0,00","4,00","1,00","12,00","3,67","4,25","4,33","4,17","4,00","5,50","6,00"
793,"12,00",1,2,2,#NULL!,"0,00",3,"0,00","1,00","1,00","1,00","1,00","0,00","1,00","4,00","5,00","11,00",#NULL!,"4,50","4,67","4,33","3,33","6,50",#NULL!
797,"11,00",1,1,4,#NULL!,"0,00",2,"1,00","0,00","0,00","1,00","0,00","0,00","0,00","3,00","2,00","15,00",#NULL!,"5,00","4,67","4,67","4,00","6,25",#NULL!
817,"13,00",1,1,6,#NULL!,"0,00",3,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","4,00","1,00","4,00","3,33","4,25","5,00","4,67","4,67","5,50",#NULL!
821,"12,00",1,2,2,#NULL!,"0,00",5,"0,00","1,00","1,00","0,00","1,00","0,00","1,00","10,00","4,00","12,00","3,67","4,50","3,67","3,33","3,00","5,25","9,00"
835,"14,00",1,3,4,#NULL!,"0,00",3,"0,00","0,00","0,00","0,00","1,00","0,00","0,00",#NULL!,"1,00","8,00",#NULL!,"3,75","4,00","4,00","4,00",#NULL!,#NULL!
838,"11,00",1,1,6,#NULL!,"0,00",3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,"0,00","1,00",#NULL!,"8,00","3,00","3,25","3,67","3,50","2,67","5,00",#NULL!
21,"14,00",2,4,2,6,"1,00",2,"1,00","0,00","1,00","1,00","1,00","0,00","1,00","6,00","5,00","12,00","4,00","4,50","4,67","4,17","4,00","6,25",#NULL!
61,"14,00",2,3,3,6,"1,00",5,"1,00","0,00","1,00","1,00","1,00","0,00","0,00","5,00","4,00","16,00","3,33","3,25","3,67",#NULL!,#NULL!,"4,50","8,00"
68,"13,00",2,3,2,6,"1,00",3,"1,00","0,00","1,00","1,00","1,00","1,00","0,00","8,00","5,00","20,00","3,67","4,50","4,67","3,50","4,00","5,25",#NULL!
101,"14,00",2,3,2,6,"1,00",4,"1,00","0,00","1,00","1,00","1,00","0,00","0,00","6,00","4,00","24,00",#NULL!,"3,75","5,00",#NULL!,"3,00","7,00",#NULL!
159,"13,00",2,2,6,6,"1,00",1,"1,00","1,00","0,00","1,00","1,00","1,00","1,00","3,00","6,00","16,00","2,33",#NULL!,"2,33","4,50","4,00","6,75","9,00"
160,"15,00",2,4,2,6,"1,00",5,"1,00","0,00","1,00","1,00","1,00","1,00","0,00","8,00","5,00","15,00","2,00","4,25","4,00","4,33","3,67","6,25","13,00"
184,"12,00",2,1,2,6,"1,00",3,"1,00","0,00","1,00","1,00","1,00","0,00","1,00","3,00","5,00","19,00",#NULL!,"3,25","4,67","3,67","4,33","5,25","16,00"
233,"11,00",2,1,2,6,"1,00",4,"0,00","1,00","1,00","1,00","1,00","1,00","0,00","3,00","5,00","11,00",#NULL!,#NULL!,"4,00","3,83",#NULL!,"6,50","13,00"
251,"14,00",2,3,4,6,"1,00",3,"0,00","0,00","1,00","1,00","1,00","0,00","0,00","10,00","3,00","14,00","4,33","4,00","4,33","4,50","3,00","4,50",#NULL!
451,"13,00",2,3,2,6,"1,00",3,"0,00","0,00","0,00","1,00","1,00","0,00","1,00","3,00","3,00","12,00","4,67","4,00",#NULL!,"3,67","4,67","5,25",#NULL!
510,"11,00",2,1,2,6,"1,00",4,"0,00","1,00","1,00","1,00","1,00","0,00","1,00","5,00","5,00","14,00",#NULL!,"3,75","4,33","4,00","4,33","5,00","14,00"
689,"12,00",2,2,2,6,"1,00",2,"1,00","1,00","0,00","0,00","0,00","0,00","1,00","7,00","3,00","10,00",#NULL!,"3,75","4,00","3,50","3,33","6,00",#NULL!
721,"13,00",2,2,4,6,"1,00",2,"0,00","0,00","0,00","1,00","1,00","1,00","0,00","3,00","3,00","12,00",#NULL!,"3,00","3,67","3,83","3,67","6,00",#NULL!
790,"13,00",2,3,2,6,"1,00",4,"1,00","0,00","0,00","0,00","0,00","0,00","0,00",#NULL!,"1,00",#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
46,"12,00",1,1,4,6,"1,00",3,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","4,00","1,00","26,00",#NULL!,"5,00","4,00","5,00","5,00","6,00","9,00"
74,"13,00",1,3,2,6,"1,00",1,"0,00","0,00","1,00","0,00","0,00","0,00",#NULL!,#NULL!,#NULL!,"21,00",#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
123,"14,00",1,3,2,6,"1,00",5,"0,00","0,00","1,00","0,00","1,00","0,00","0,00","8,00","2,00","23,00","4,00","3,75","4,00","4,00","3,67","6,25","13,00"
261,"13,00",1,3,2,6,"1,00",5,"1,00","0,00","1,00","1,00","1,00","0,00","1,00","3,00","5,00","8,00",#NULL!,"3,25","3,67","3,00","2,67","4,00",#NULL!
570,"12,00",1,2,2,6,"1,00",2,"1,00","0,00","0,00","1,00","1,00","0,00","0,00","4,00","3,00","11,00","4,00","3,50","3,67","4,33","4,33","5,75","11,00"
714,"12,00",1,2,2,6,"1,00",3,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","6,00","6,00","12,00","4,00","4,50","5,00","4,33","4,67","5,25",#NULL!
64,"14,00",2,3,2,5,"1,00",2,"1,00","1,00","0,00","0,00","1,00","0,00","1,00","6,00","4,00","17,00","3,33","4,00","4,33","4,17","4,33","6,00",#NULL!
88,"14,00",2,4,2,5,"1,00",2,"1,00","0,00","1,00","1,00","1,00","0,00","0,00","8,00","4,00","18,00",#NULL!,"4,50","5,00","4,67","4,33","5,25","11,00"
161,"14,00",2,4,4,5,"1,00",3,"0,00","0,00","1,00","0,00","1,00","0,00","0,00","1,00","2,00","15,00",#NULL!,"4,50","5,00","4,17","4,33","6,00","12,00"
186,"14,00",2,3,4,5,"1,00",3,"0,00","1,00","1,00","1,00","1,00","0,00","0,00","7,00","4,00","20,00",#NULL!,"5,00","5,00","4,67",#NULL!,"6,25","5,00"
253,"14,00",2,4,2,5,"1,00",2,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","3,00","6,00","16,00",#NULL!,"4,00","4,00",#NULL!,"3,67","4,75","16,00"
297,"14,00",2,3,2,5,"1,00",3,"0,00","0,00","0,00","0,00","1,00","1,00","0,00","1,00","2,00","12,00",#NULL!,"4,50","3,67","4,50","4,33","5,75",#NULL!
492,"13,00",2,3,4,5,"1,00",3,"1,00","0,00","1,00","1,00","0,00","0,00",#NULL!,#NULL!,#NULL!,"18,00","4,00","4,25","4,67","4,33","4,00","6,00",#NULL!
839,"12,00",2,2,2,5,"1,00",2,"1,00","0,00","0,00","1,00","0,00","0,00","1,00","5,00","3,00","14,00",#NULL!,"4,00","4,00","4,17","3,33","6,25",#NULL!
43,"14,00",1,3,2,5,"1,00",3,"1,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00","2,00","13,00","3,33","5,00","5,00","4,17","5,00","7,00",#NULL!
152,"13,00",1,3,2,5,"1,00",3,"0,00","0,00","0,00","1,00","0,00","0,00","0,00","7,00","1,00","23,00",#NULL!,"5,00","4,00","4,17","3,67","4,75","4,00"
256,"13,00",1,2,2,5,"1,00",3,"1,00","1,00","1,00","1,00","0,00","0,00","1,00","4,00","5,00","15,00",#NULL!,"3,00","4,00","4,00",#NULL!,"4,25",#NULL!
412,"14,00",1,3,2,5,"1,00",3,"0,00","0,00","1,00","1,00","1,00","0,00","1,00","5,00","4,00","17,00","3,67",#NULL!,"4,67",#NULL!,#NULL!,"6,75",#NULL!
505,"13,00",1,3,2,5,"1,00",1,"1,00","0,00","1,00","1,00","1,00","0,00","0,00",#NULL!,"4,00","18,00","4,00",#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
539,"13,00",1,2,4,5,"1,00",3,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","9,00","6,00","18,00",#NULL!,"5,00","4,33",#NULL!,"4,00","6,50","6,00"
62,"15,00",2,4,1,4,"1,00",4,"1,00","0,00","1,00","1,00","1,00","0,00","0,00","8,00","4,00","10,00",#NULL!,"4,00","4,67","3,83","3,33","6,00","11,00"
95,"15,00",2,4,2,4,"1,00",2,"1,00","0,00","1,00","1,00","1,00","0,00","0,00","9,00","4,00","14,00",#NULL!,"3,50","3,67","4,33","3,67","6,50","13,00"
119,"11,00",2,1,4,4,"1,00",2,"1,00","0,00","0,00","1,00","1,00","1,00","1,00","5,00","5,00","22,00",#NULL!,"4,50","5,00","3,67","4,00","6,00","9,00"
125,"15,00",2,4,4,4,"1,00",2,"0,00","1,00","0,00","1,00","1,00","0,00","0,00","4,00","3,00","8,00",#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
137,"13,00",2,3,5,4,"1,00",3,"1,00","0,00","1,00","1,00","1,00","1,00","0,00","3,00","5,00","15,00","3,33","4,50","4,00","3,33","4,00","4,25","9,00"
296,"14,00",2,4,2,4,"1,00",#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
300,"11,00",2,1,4,4,"1,00",6,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","1,00","8,00",#NULL!,"3,75","4,00",#NULL!,"4,33","5,25","3,00"
399,"12,00",2,2,2,4,"1,00",6,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","4,00","6,00","20,00","2,67",#NULL!,"5,00",#NULL!,#NULL!,"5,50",#NULL!
443,"13,00",2,3,2,4,"1,00",3,"0,00","0,00","0,00","0,00","1,00","0,00","0,00","9,00","1,00","10,00","4,67","4,25","4,33","4,50","4,67","4,25","14,00"
449,"13,00",2,3,2,4,"1,00",3,"0,00","0,00","0,00","0,00","1,00","0,00","0,00","10,00","1,00","13,00",#NULL!,"4,25","4,33","3,67","4,00","3,75","5,00"
478,"13,00",2,3,2,4,"1,00",3,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","5,00","2,00","18,00","4,67","4,00",#NULL!,#NULL!,"2,33","2,75",#NULL!
552,"12,00",2,2,2,4,"1,00",3,"0,00","0,00","1,00","1,00","1,00","1,00","0,00","6,00","4,00","9,00",#NULL!,"4,25","4,67","3,50","2,00","5,75","12,00"
706,"12,00",2,2,2,4,"1,00",3,"0,00","1,00","0,00","1,00","0,00","0,00","0,00","1,00","2,00","11,00","3,67","4,00","4,67",#NULL!,"3,67","6,00","6,00"
